sku,sku_name,category,supplier_id,location_id,storage_bin,quantity_kg,reorder_level_kg,unit_cost_myr,last_restocked,expiry_date,is_hazardous
SKU-00025,Temperature Logger,PACKAGING,SUP-191,LOC-007,WH-G-BIN-65,346.0,20.0,254.33,2026-03-15,2026-04-10,false
SKU-00027,Welding Rod 3.2mm,PPE,SUP-013,LOC-013,WH-M-BIN-67,352.0,15.0,575.62,2026-05-04,,false
SKU-00028,Compressed Air Hose,CLEANING,SUP-105,LOC-009,WH-I-BIN-68,373.0,40.0,430.10,2026-05-19,,false
SKU-00029,First Aid Refill,MEDICAL,SUP-109,LOC-008,WH-H-BIN-69,3.0,30.0,532.69,2026-03-03,,false
SKU-00030,Racking Beam 2.4m,RAW_MATERIALS,SUP-019,Warehouse F,WH-F-BIN-70,466.0,0,49.96,2026-02-06,2027-02-03,false
SKU-00031,,CHEMICALS,SUP-041,LOC-010,WH-J-BIN-71,9.0,15.0,140.70,2026-02-05,2026-11-23,false
SKU-00032,Load Cell 500kg,ELECTRONICS,SUP-193,LOC-003,WH-C-BIN-72,218.0,40.0,179.37,2026-06-23,,false
SKU-00034,Floor Marking Paint,FOOD_COLD,SUP-174,LOC-019,WH-S-BIN-74,31.0,40.0,480.99,2026-02-26,,false
SKU-00035,Battery Charger 24V,PACKAGING,SUP-152,LOC-017,WH-Q-BIN-75,176.0,0,20.46,2026-05-23,2026-08-16,false
SKU-00036,Mesh Security Cage,MACHINERY_PARTS,SUP-066,LOC-003,WH-C-BIN-76,4.0,40.0,366.49,2026-03-06,,false
SKU-00037,Humidity Sensor Probe,PPE,SUP-069,LOC-008,WH-H-BIN-77,206.0,30.0,537.69,2026-01-21,2026-04-03,false
SKU-00038,Pallet Strap Tool,CLEANING,SUP-027,LOC-011,WH-K-BIN-78,130.0,15.0,705.96,2026-01-27,2026-09-20,false
SKU-00039,Coolant Concentrate,MEDICAL,SUP-160,LOC-003,WH-C-BIN-79,428.0,20.0,337.41,2026-02-25,,false
SKU-00040,Wheel Chock Rubber,RAW_MATERIALS,SUP-158,LOC-005,WH-E-BIN-80,196.0,25.0,363.91,2026-02-18,,false
SKU-00041,Steel Bolt M8,CHEMICALS,SUP-061,LOC-003,WH-C-BIN-01,248.0,0,541.23,2026-02-17,,false
SKU-00042,Hydraulic Hose 2in,ELECTRONICS,SUP-109,LOC-005,WH-E-BIN-02,319.0,15.0,612.40,2026-03-20,,false
SKU-00043,Industrial Solvent 5L,FOOD_DRY,SUP-140,LOC-015,WH-O-BIN-03,32.0,15.0,158.09,2026-02-11,,false
SKU-00044,Forklift Battery 24V,FOOD_COLD,SUP-192,LOC-016,WH-P-BIN-04,441.0,0,524.91,2026-04-13,2027-07-12,false
SKU-00045,Safety Gloves L,PACKAGING,SUP-018,LOC-013,WH-M-BIN-05,172.0,20.0,165.43,2026-05-01,2027-02-28,false
SKU-00047,Shrink Wrap Film Roll,PPE,SUP-019,LOC-004,WH-D-BIN-07,254.0,0.0,501.72,2026-05-30,,false
SKU-00048,Label Printer Ribbon,CLEANING,SUP-048,LOC-012,WH-L-BIN-08,281.0,0,590.22,2026-05-03,,false
SKU-00050,LED Warehouse Light,RAW_MATERIALS,SUP-007,LOC-016,WH-P-BIN-10,148.0,0,311.22,2026-02-15,,false
SKU-00051,Nitrile Gloves Box,CHEMICALS,SUP-006,LOC-016,WH-P-BIN-11,213.0,15.0,224.09,2026-04-30,2026-08-09,false
SKU-00052,,ELECTRONICS,SUP-165,LOC-020,WH-T-BIN-12,225.0,15.0,462.17,2026-05-10,2027-01-18,false
SKU-00053,Barcode Scanner,FOOD_DRY,SUP-200,LOC-005,WH-E-BIN-13,11.0,40.0,479.45,2026-04-15,2027-01-10,false
SKU-00054,Fire Extinguisher 4kg,FOOD_COLD,SUP-012,Warehouse C,WH-C-BIN-14,45.0,20.0,67.40,2026-03-02,2026-09-12,false
SKU-00055,PVC Pipe 50mm,PACKAGING,SUP-033,LOC-006,WH-F-BIN-15,100.0,0,430.11,2026-03-03,2026-09-08,false
SKU-00056,,MACHINERY_PARTS,SUP-198,LOC-019,WH-S-BIN-16,16.0,25.0,491.03,2026-02-12,,false
SKU-00057,Cable Tie Assorted,PPE,SUP-148,LOC-009,WH-I-BIN-17,477.0,25.0,47.39,2026-05-15,,false
SKU-00058,Dust Mask N95 Pack,CLEANING,SUP-028,LOC-005,WH-E-BIN-18,18.0,25.0,790.30,2026-03-26,,false
SKU-00059,Wooden Pallet Std,MEDICAL,SUP-189,LOC-017,WH-Q-BIN-19,303.0,10.0,713.33,2026-06-23,,false
SKU-00060,,RAW_MATERIALS,SUP-020,LOC-014,WH-N-BIN-20,128.0,25.0,565.84,2026-03-13,,false
SKU-00061,Hand Truck,CHEMICALS,SUP-025,LOC-008,WH-H-BIN-21,122.0,25.0,764.16,2026-03-27,,false
SKU-00062,Spill Kit 20L,ELECTRONICS,SUP-191,LOC-006,WH-F-BIN-22,405.0,0.0,329.60,2026-02-21,,false
SKU-00063,Epoxy Resin 1L,FOOD_DRY,SUP-130,LOC-018,WH-R-BIN-23,65.0,10.0,552.41,2026-01-25,,false
SKU-00064,Chain Block 1T,FOOD_COLD,SUP-150,LOC-019,WH-S-BIN-24,220.0,10.0,92.84,2026-05-03,,false
SKU-00065,Temperature Logger,PACKAGING,SUP-128,LOC-001,WH-A-BIN-25,238.0,10.0,139.05,2026-03-18,,false
SKU-00066,Anti-Slip Tape Roll,MACHINERY_PARTS,SUP-177,Warehouse H,WH-H-BIN-26,235.0,15.0,491.91,2026-02-11,2027-03-23,false
SKU-00068,,CLEANING,SUP-010,LOC-019,WH-S-BIN-28,1.0,0,600.29,2026-03-22,2027-01-24,false
SKU-00069,First Aid Refill,MEDICAL,SUP-199,LOC-017,WH-Q-BIN-29,277.0,20.0,656.62,2026-04-26,,false
SKU-00070,Racking Beam 2.4m,RAW_MATERIALS,SUP-151,LOC-020,WH-T-BIN-30,408.0,30.0,799.35,2026-05-01,,false
SKU-00072,Load Cell 500kg,ELECTRONICS,SUP-038,LOC-005,WH-E-BIN-32,417.0,20.0,219.32,2026-01-23,,false
SKU-00073,Dock Bumpers Pair,FOOD_DRY,SUP-083,LOC-006,WH-F-BIN-33,470.0,30.0,722.78,2026-04-21,,false
SKU-00074,Floor Marking Paint,FOOD_COLD,SUP-108,LOC-016,WH-P-BIN-34,483.0,15.0,565.92,2026-03-14,,false
SKU-00075,,PACKAGING,SUP-032,LOC-002,WH-B-BIN-35,297.0,40.0,208.05,2026-05-03,,false
SKU-00076,Mesh Security Cage,MACHINERY_PARTS,SUP-065,LOC-018,WH-R-BIN-36,13.0,20.0,8.92,2026-02-25,2026-11-27,false
SKU-00077,Humidity Sensor Probe,PPE,SUP-103,LOC-020,WH-T-BIN-37,358.0,30.0,521.19,2026-03-08,,false
SKU-00078,Pallet Strap Tool,CLEANING,SUP-093,LOC-010,WH-J-BIN-38,316.0,0.0,584.05,2026-02-02,,false
SKU-00080,,RAW_MATERIALS,SUP-180,LOC-006,WH-F-BIN-40,255.0,10.0,756.68,2026-06-02,2027-06-24,false
SKU-00081,,CHEMICALS,SUP-103,LOC-014,WH-N-BIN-41,7.0,30.0,155.30,2026-03-08,,false
SKU-00083,,FOOD_DRY,SUP-031,LOC-005,WH-E-BIN-43,356.0,25.0,245.89,2026-01-10,2026-10-26,false
SKU-00084,,FOOD_COLD,SUP-166,LOC-006,WH-F-BIN-44,396.0,15.0,421.12,2026-04-28,,false
SKU-00085,Safety Gloves L,PACKAGING,SUP-106,LOC-002,WH-B-BIN-45,487.0,40.0,248.22,2026-06-22,,false
SKU-00086,Conveyor Belt Patch,MACHINERY_PARTS,SUP-140,LOC-004,WH-D-BIN-46,352.0,10.0,698.35,2026-04-17,2027-05-05,false
SKU-00087,Shrink Wrap Film Roll,PPE,SUP-172,Warehouse E,WH-E-BIN-47,18.0,40.0,295.55,2025-12-29,,false
SKU-00088,Label Printer Ribbon,CLEANING,SUP-079,LOC-020,WH-T-BIN-48,230.0,25.0,589.20,2026-03-08,2027-07-03,false
SKU-00089,,MEDICAL,SUP-087,LOC-003,WH-C-BIN-49,19.0,25.0,282.54,2026-01-18,,false
SKU-00090,LED Warehouse Light,RAW_MATERIALS,SUP-159,LOC-018,WH-R-BIN-50,53.0,40.0,664.99,2026-05-22,,false
SKU-00091,Nitrile Gloves Box,CHEMICALS,SUP-084,LOC-010,WH-J-BIN-51,370.0,0,660.07,2026-03-19,2026-03-01,false
SKU-00092,Pallet Jack Wheel,ELECTRONICS,SUP-007,LOC-003,WH-C-BIN-52,122.0,0,599.98,2026-01-25,,false
SKU-00093,Barcode Scanner,FOOD_DRY,SUP-010,LOC-006,WH-F-BIN-53,109.0,40.0,467.30,2026-03-09,,false
SKU-00094,Fire Extinguisher 4kg,FOOD_COLD,SUP-045,LOC-020,WH-T-BIN-54,105.0,0.0,76.43,2026-04-22,,false
SKU-00095,PVC Pipe 50mm,PACKAGING,SUP-017,LOC-003,WH-C-BIN-55,441.0,0,14.96,2026-01-17,,false
SKU-00096,Rubber Gasket Set,MACHINERY_PARTS,SUP-079,LOC-008,WH-H-BIN-56,163.0,15.0,304.08,2026-01-04,,false
SKU-00097,Cable Tie Assorted,PPE,SUP-132,LOC-006,WH-F-BIN-57,116.0,40.0,540.29,2026-02-08,,false
SKU-00098,,CLEANING,SUP-059,LOC-020,WH-T-BIN-58,151.0,15.0,590.59,2026-03-20,,false
SKU-00099,Wooden Pallet Std,MEDICAL,SUP-157,LOC-014,WH-N-BIN-59,14.0,20.0,231.80,2026-04-14,,false
SKU-00100,Steel Shelving Unit,RAW_MATERIALS,SUP-187,LOC-008,WH-H-BIN-60,110.0,30.0,276.13,2026-03-02,2027-01-10,false
SKU-00101,Hand Truck,CHEMICALS,SUP-053,LOC-009,WH-I-BIN-61,440.0,20.0,779.32,2026-02-02,,false
SKU-00102,,ELECTRONICS,SUP-160,LOC-017,WH-Q-BIN-62,331.0,20.0,505.98,2026-06-23,,false
SKU-00103,Epoxy Resin 1L,FOOD_DRY,SUP-146,Warehouse H,WH-H-BIN-63,433.0,25.0,262.75,2026-04-04,,false
SKU-00104,Chain Block 1T,FOOD_COLD,SUP-025,LOC-020,WH-T-BIN-64,461.0,0.0,101.43,2026-02-05,,false
SKU-00105,Temperature Logger,PACKAGING,SUP-052,LOC-017,WH-Q-BIN-65,39.0,10.0,110.83,2026-02-15,,false
SKU-00106,Anti-Slip Tape Roll,MACHINERY_PARTS,SUP-055,LOC-015,WH-O-BIN-66,165.0,20.0,303.08,2026-03-06,,false
SKU-00107,Welding Rod 3.2mm,PPE,SUP-116,LOC-014,WH-N-BIN-67,295.0,30.0,86.98,2025-12-28,2027-07-19,false
SKU-00108,Compressed Air Hose,CLEANING,SUP-111,LOC-001,WH-A-BIN-68,51.0,30.0,66.47,2026-05-01,,false
SKU-00109,First Aid Refill,MEDICAL,SUP-067,LOC-017,WH-Q-BIN-69,386.0,0.0,385.39,2026-03-26,,false
SKU-00110,Racking Beam 2.4m,RAW_MATERIALS,SUP-111,LOC-014,WH-N-BIN-70,22.0,40.0,405.14,2026-06-20,2026-03-24,false
SKU-00112,Load Cell 500kg,ELECTRONICS,SUP-170,LOC-016,WH-P-BIN-72,153.0,20.0,556.05,2026-03-23,2026-12-18,false
SKU-00113,Dock Bumpers Pair,FOOD_DRY,SUP-164,LOC-020,WH-T-BIN-73,314.0,25.0,224.03,2026-06-21,2026-02-27,false
SKU-00114,Floor Marking Paint,FOOD_COLD,SUP-105,LOC-011,WH-K-BIN-74,458.0,25.0,250.07,2026-05-22,2027-01-17,false
SKU-00116,Mesh Security Cage,MACHINERY_PARTS,SUP-112,Warehouse R,WH-R-BIN-76,261.0,10.0,641.63,2026-05-25,2027-01-11,false
SKU-00117,Humidity Sensor Probe,PPE,SUP-009,LOC-010,WH-J-BIN-77,86.0,0,194.09,2026-04-04,,false
SKU-00118,Pallet Strap Tool,CLEANING,SUP-110,LOC-016,WH-P-BIN-78,108.0,40.0,794.19,2026-06-07,,false
SKU-00119,Coolant Concentrate,MEDICAL,SUP-195,LOC-014,WH-N-BIN-79,147.0,0.0,687.84,2026-06-12,2027-02-19,false
SKU-00120,Wheel Chock Rubber,RAW_MATERIALS,SUP-051,LOC-013,WH-M-BIN-80,282.0,20.0,69.49,2026-06-05,2026-03-10,false
SKU-00121,Steel Bolt M8,CHEMICALS,SUP-113,LOC-005,WH-E-BIN-01,315.0,30.0,489.09,2026-05-03,,true
SKU-00122,Hydraulic Hose 2in,ELECTRONICS,SUP-165,LOC-010,WH-J-BIN-02,460.0,30.0,392.80,2026-03-28,,false
SKU-00123,Industrial Solvent 5L,FOOD_DRY,SUP-097,LOC-017,WH-Q-BIN-03,4.0,22.0,598.39,2026-05-01,2026-11-02,false
SKU-00124,,FOOD_COLD,SUP-078,LOC-009,WH-I-BIN-04,164.0,40.0,625.14,2026-03-21,,false
SKU-00125,Safety Gloves L,PACKAGING,SUP-060,LOC-008,WH-H-BIN-05,3.0,0,544.34,2026-06-03,,false
SKU-00126,Conveyor Belt Patch,MACHINERY_PARTS,SUP-183,LOC-016,WH-P-BIN-06,400.0,0.0,708.96,2026-04-09,2026-09-27,false
SKU-00127,Shrink Wrap Film Roll,PPE,SUP-092,LOC-009,WH-I-BIN-07,256.0,25.0,110.45,2026-04-24,,false
SKU-00129,,MEDICAL,SUP-081,LOC-018,WH-R-BIN-09,41.0,40.0,709.41,2026-02-20,,false
SKU-00131,Nitrile Gloves Box,CHEMICALS,SUP-198,LOC-016,WH-P-BIN-11,211.0,0.0,752.88,2026-02-17,,false
SKU-00132,,ELECTRONICS,SUP-151,LOC-005,WH-E-BIN-12,15.0,20.0,695.63,2026-04-25,,false
SKU-00133,Barcode Scanner,FOOD_DRY,SUP-100,LOC-016,WH-P-BIN-13,234.0,25.0,121.94,2026-02-23,,false
SKU-00134,Fire Extinguisher 4kg,FOOD_COLD,SUP-120,LOC-014,WH-N-BIN-14,61.0,20.0,62.67,2026-02-25,2026-09-09,false
SKU-00135,PVC Pipe 50mm,PACKAGING,SUP-167,LOC-007,WH-G-BIN-15,1.0,11.0,591.30,2026-03-13,2026-12-15,false
SKU-00136,Rubber Gasket Set,MACHINERY_PARTS,SUP-102,LOC-012,WH-L-BIN-16,391.0,0,212.19,2026-04-24,,false
SKU-00137,Cable Tie Assorted,PPE,SUP-086,LOC-017,WH-Q-BIN-17,356.0,40.0,731.20,2026-01-03,,false
SKU-00138,Dust Mask N95 Pack,CLEANING,SUP-106,LOC-005,WH-E-BIN-18,36.0,25.0,12.76,2026-06-16,,false
SKU-00139,Wooden Pallet Std,MEDICAL,SUP-120,LOC-009,WH-I-BIN-19,457.0,10.0,652.32,2026-01-27,2026-11-28,false
SKU-00140,,RAW_MATERIALS,SUP-108,LOC-012,WH-L-BIN-20,60.0,10.0,474.07,2026-03-15,,false
SKU-00141,Hand Truck,CHEMICALS,SUP-021,LOC-011,WH-K-BIN-21,6.0,10.0,359.36,2026-04-16,,false
SKU-00142,Spill Kit 20L,ELECTRONICS,SUP-080,LOC-003,WH-C-BIN-22,176.0,40.0,611.76,2026-03-13,2027-06-20,false
SKU-00143,Epoxy Resin 1L,FOOD_DRY,SUP-125,LOC-017,WH-Q-BIN-23,20.0,40.0,321.12,2026-01-10,,false
SKU-00144,Chain Block 1T,FOOD_COLD,SUP-141,Warehouse M,WH-M-BIN-24,382.0,15.0,296.35,2026-03-30,,false
SKU-00145,Temperature Logger,PACKAGING,SUP-151,Warehouse T,WH-T-BIN-25,28.0,20.0,132.93,2026-04-27,,false
SKU-00146,Anti-Slip Tape Roll,MACHINERY_PARTS,SUP-001,LOC-008,WH-H-BIN-26,112.0,40.0,230.05,2026-06-21,,false
SKU-00147,Welding Rod 3.2mm,PPE,SUP-072,LOC-011,WH-K-BIN-27,266.0,0.0,731.87,2026-06-08,,false
SKU-00149,First Aid Refill,MEDICAL,SUP-018,LOC-012,WH-L-BIN-29,7.0,15.0,247.41,2026-04-24,,false
SKU-00150,Racking Beam 2.4m,RAW_MATERIALS,SUP-142,LOC-007,WH-G-BIN-30,15.0,30.0,135.79,2026-03-01,,false
SKU-00151,,CHEMICALS,SUP-078,LOC-010,WH-J-BIN-31,6.0,29.0,134.85,2026-04-29,2027-07-05,false
SKU-00152,Load Cell 500kg,ELECTRONICS,SUP-166,LOC-016,WH-P-BIN-32,449.0,15.0,546.20,2026-03-13,,false
SKU-00153,Dock Bumpers Pair,FOOD_DRY,SUP-080,LOC-014,WH-N-BIN-33,462.0,0.0,735.10,2026-06-06,2026-11-07,false
SKU-00154,Floor Marking Paint,FOOD_COLD,SUP-173,LOC-017,WH-Q-BIN-34,9.0,15.0,755.85,2026-03-10,,false
SKU-00155,Battery Charger 24V,PACKAGING,SUP-137,LOC-011,WH-K-BIN-35,60.0,0.0,621.10,2026-03-24,,false
SKU-00156,Mesh Security Cage,MACHINERY_PARTS,SUP-178,LOC-006,WH-F-BIN-36,270.0,10.0,645.77,2026-06-11,,false
SKU-00157,Humidity Sensor Probe,PPE,SUP-134,LOC-019,WH-S-BIN-37,381.0,20.0,776.96,2026-02-04,2026-10-21,false
SKU-00158,Pallet Strap Tool,CLEANING,SUP-085,LOC-013,WH-M-BIN-38,433.0,20.0,302.68,2026-03-29,,false
SKU-00159,Coolant Concentrate,MEDICAL,SUP-046,LOC-020,WH-T-BIN-39,295.0,0,250.22,2026-01-30,,false
SKU-00160,Wheel Chock Rubber,RAW_MATERIALS,SUP-141,LOC-003,WH-C-BIN-40,4.0,40.0,53.89,2026-04-20,,false
SKU-00161,Steel Bolt M8,CHEMICALS,SUP-049,LOC-013,WH-M-BIN-41,85.0,20.0,84.03,2026-01-21,2026-10-14,false
SKU-00162,Hydraulic Hose 2in,ELECTRONICS,SUP-119,LOC-019,WH-S-BIN-42,450.0,40.0,588.93,2026-05-30,2027-05-22,false
SKU-00163,Industrial Solvent 5L,FOOD_DRY,SUP-017,LOC-006,WH-F-BIN-43,29.0,30.0,237.99,2026-03-15,2026-09-08,false
SKU-00164,,FOOD_COLD,SUP-051,LOC-003,WH-C-BIN-44,62.0,15.0,679.48,2026-06-09,,false
SKU-00165,Safety Gloves L,PACKAGING,SUP-058,LOC-011,WH-K-BIN-45,5.0,10.0,427.19,2026-01-05,,false
SKU-00166,Conveyor Belt Patch,MACHINERY_PARTS,SUP-013,LOC-004,WH-D-BIN-46,474.0,30.0,531.59,2026-04-06,,false
SKU-00167,Shrink Wrap Film Roll,PPE,SUP-117,LOC-011,WH-K-BIN-47,399.0,25.0,245.73,2026-04-09,,false
SKU-00168,Label Printer Ribbon,CLEANING,SUP-143,LOC-004,WH-D-BIN-48,114.0,40.0,491.87,2026-01-23,,false
SKU-00169,Dock Leveler Seal,MEDICAL,SUP-088,LOC-009,WH-I-BIN-49,48.0,15.0,734.05,2026-05-30,,false
SKU-00170,LED Warehouse Light,RAW_MATERIALS,SUP-108,LOC-001,WH-A-BIN-50,489.0,10.0,493.46,2026-06-21,,false
SKU-00171,Nitrile Gloves Box,CHEMICALS,SUP-193,LOC-002,WH-B-BIN-51,455.0,0.0,201.55,2026-05-25,2027-07-01,false
SKU-00172,Pallet Jack Wheel,ELECTRONICS,SUP-107,LOC-005,WH-E-BIN-52,277.0,0.0,285.96,2026-01-13,2027-04-07,false
SKU-00173,Barcode Scanner,FOOD_DRY,SUP-044,LOC-013,WH-M-BIN-53,420.0,40.0,763.77,2026-06-18,,false
SKU-00174,Fire Extinguisher 4kg,FOOD_COLD,SUP-050,LOC-017,WH-Q-BIN-54,158.0,40.0,597.11,2026-06-23,,false
SKU-00175,,PACKAGING,SUP-146,LOC-012,WH-L-BIN-55,91.0,15.0,757.85,2026-03-27,,false
SKU-00176,,MACHINERY_PARTS,SUP-034,LOC-016,WH-P-BIN-56,87.0,0.0,128.00,2026-06-18,,false
SKU-00177,Cable Tie Assorted,PPE,SUP-166,LOC-002,WH-B-BIN-57,257.0,40.0,395.69,2026-05-24,,false
SKU-00178,,CLEANING,SUP-049,Warehouse I,WH-I-BIN-58,257.0,30.0,237.60,2026-05-09,,false
SKU-00179,Wooden Pallet Std,MEDICAL,SUP-085,LOC-002,WH-B-BIN-59,282.0,40.0,730.99,2026-02-13,2026-10-09,false
SKU-00180,Steel Shelving Unit,RAW_MATERIALS,SUP-005,LOC-013,WH-M-BIN-60,1.0,15.0,211.19,2026-03-10,,false
SKU-00181,Hand Truck,CHEMICALS,SUP-077,LOC-012,WH-L-BIN-61,154.0,25.0,486.38,2026-03-30,,true
SKU-00182,,ELECTRONICS,SUP-006,LOC-019,WH-S-BIN-62,17.0,20.0,265.72,2026-03-17,,false
SKU-00183,Epoxy Resin 1L,FOOD_DRY,SUP-053,LOC-009,WH-I-BIN-63,68.0,10.0,346.27,2026-05-22,,false
SKU-00184,Chain Block 1T,FOOD_COLD,SUP-132,LOC-008,WH-H-BIN-64,271.0,30.0,704.30,2026-03-29,,false
SKU-00185,,PACKAGING,SUP-179,LOC-014,WH-N-BIN-65,339.0,30.0,527.88,2026-06-12,2026-05-07,false
SKU-00186,Anti-Slip Tape Roll,MACHINERY_PARTS,SUP-166,LOC-014,WH-N-BIN-66,473.0,0,793.85,2026-05-07,2026-09-09,false
SKU-00187,Welding Rod 3.2mm,PPE,SUP-098,LOC-018,WH-R-BIN-67,492.0,10.0,603.08,2026-06-05,,false
SKU-00188,Compressed Air Hose,CLEANING,SUP-158,LOC-019,WH-S-BIN-68,129.0,10.0,584.76,2026-02-12,2027-07-30,false
SKU-00189,First Aid Refill,MEDICAL,SUP-196,LOC-019,WH-S-BIN-69,393.0,0,233.30,2026-06-07,,false
SKU-00190,Racking Beam 2.4m,RAW_MATERIALS,SUP-183,LOC-019,WH-S-BIN-70,82.0,0.0,765.71,2026-04-27,,false
SKU-00191,Stretch Hood Film,CHEMICALS,SUP-113,LOC-010,WH-J-BIN-71,307.0,15.0,380.44,2026-01-13,2027-02-20,true
SKU-00192,Load Cell 500kg,ELECTRONICS,SUP-085,LOC-019,WH-S-BIN-72,26.0,40.0,206.17,2026-02-15,,false
SKU-00193,Dock Bumpers Pair,FOOD_DRY,SUP-104,LOC-017,WH-Q-BIN-73,340.0,0.0,266.72,2025-12-31,,false
SKU-00194,,FOOD_COLD,SUP-152,LOC-005,WH-E-BIN-74,208.0,0,150.09,2026-05-16,,false
SKU-00195,Battery Charger 24V,PACKAGING,SUP-043,LOC-017,WH-Q-BIN-75,294.0,40.0,125.10,2026-03-22,2026-11-14,false
SKU-00196,,MACHINERY_PARTS,SUP-011,LOC-007,WH-G-BIN-76,479.0,0,239.82,2026-03-09,,false
SKU-00197,Humidity Sensor Probe,PPE,SUP-105,LOC-016,WH-P-BIN-77,273.0,40.0,260.51,2026-02-04,,false
SKU-00198,Pallet Strap Tool,CLEANING,SUP-123,LOC-008,WH-H-BIN-78,395.0,20.0,269.11,2026-06-05,,false
SKU-00199,Coolant Concentrate,MEDICAL,SUP-092,LOC-008,WH-H-BIN-79,31.0,40.0,630.26,2026-04-02,,false
SKU-00200,,RAW_MATERIALS,SUP-161,LOC-020,WH-T-BIN-80,492.0,15.0,567.41,2026-04-16,,false
SKU-00201,Steel Bolt M8,CHEMICALS,SUP-176,LOC-003,WH-C-BIN-01,381.0,10.0,710.08,2026-05-16,,false
SKU-00202,,ELECTRONICS,SUP-195,LOC-011,WH-K-BIN-02,449.0,10.0,395.43,2026-04-21,,false
SKU-00203,Industrial Solvent 5L,FOOD_DRY,SUP-058,Warehouse K,WH-K-BIN-03,333.0,0,623.36,2026-03-06,2027-01-25,false
SKU-00204,Forklift Battery 24V,FOOD_COLD,SUP-029,LOC-010,WH-J-BIN-04,226.0,30.0,8.33,2026-06-13,2027-07-30,false
SKU-00205,Safety Gloves L,PACKAGING,SUP-053,LOC-019,WH-S-BIN-05,397.0,20.0,318.01,2026-05-07,,false
SKU-00206,Conveyor Belt Patch,MACHINERY_PARTS,SUP-022,LOC-002,WH-B-BIN-06,397.0,0.0,139.70,2026-04-15,,false
SKU-00207,Shrink Wrap Film Roll,PPE,SUP-033,Warehouse E,WH-E-BIN-07,163.0,30.0,480.96,2026-02-23,2027-06-30,false
SKU-00210,LED Warehouse Light,RAW_MATERIALS,SUP-161,LOC-019,WH-S-BIN-10,412.0,30.0,643.96,2026-02-16,2026-09-06,false
SKU-00211,Nitrile Gloves Box,CHEMICALS,SUP-071,LOC-002,WH-B-BIN-11,426.0,10.0,59.45,2026-04-01,,false
SKU-00212,Pallet Jack Wheel,ELECTRONICS,SUP-192,LOC-015,WH-O-BIN-12,211.0,15.0,598.00,2026-05-30,,false
SKU-00213,Barcode Scanner,FOOD_DRY,SUP-084,LOC-012,WH-L-BIN-13,159.0,20.0,469.44,2026-03-17,2026-05-25,false
SKU-00214,Fire Extinguisher 4kg,FOOD_COLD,SUP-158,LOC-002,WH-B-BIN-14,268.0,0,323.51,2025-12-28,,false
SKU-00215,PVC Pipe 50mm,PACKAGING,SUP-127,LOC-005,WH-E-BIN-15,44.0,15.0,558.02,2026-04-10,,false
SKU-00216,Rubber Gasket Set,MACHINERY_PARTS,SUP-147,LOC-020,WH-T-BIN-16,74.0,0,785.21,2026-03-13,,false
SKU-00217,Cable Tie Assorted,PPE,SUP-190,LOC-015,WH-O-BIN-17,493.0,40.0,35.97,2026-06-04,,false
SKU-00218,Dust Mask N95 Pack,CLEANING,SUP-083,LOC-012,WH-L-BIN-18,473.0,40.0,446.55,2026-06-20,,false
SKU-00219,Wooden Pallet Std,MEDICAL,SUP-117,LOC-016,WH-P-BIN-19,467.0,20.0,310.25,2026-03-11,,false
SKU-00220,Steel Shelving Unit,RAW_MATERIALS,SUP-056,LOC-009,WH-I-BIN-20,209.0,30.0,599.21,2026-06-25,,false
SKU-00221,Hand Truck,CHEMICALS,SUP-144,LOC-015,WH-O-BIN-21,417.0,30.0,67.58,2026-02-01,,false
SKU-00222,Spill Kit 20L,ELECTRONICS,SUP-156,LOC-004,WH-D-BIN-22,53.0,0,542.71,2026-04-16,2027-05-15,false
SKU-00223,Epoxy Resin 1L,FOOD_DRY,SUP-025,LOC-010,WH-J-BIN-23,177.0,0.0,344.70,2026-04-16,2026-09-15,false
SKU-00224,Chain Block 1T,FOOD_COLD,SUP-139,Warehouse T,WH-T-BIN-24,286.0,15.0,515.99,2026-01-07,,false
SKU-00225,Temperature Logger,PACKAGING,SUP-122,LOC-019,WH-S-BIN-25,245.0,20.0,466.71,2026-06-16,,false
SKU-00226,Anti-Slip Tape Roll,MACHINERY_PARTS,SUP-005,LOC-016,WH-P-BIN-26,186.0,20.0,567.27,2026-01-13,,false
SKU-00227,Welding Rod 3.2mm,PPE,SUP-057,LOC-010,WH-J-BIN-27,241.0,0.0,640.96,2026-05-12,2027-02-21,false
SKU-00228,,CLEANING,SUP-186,LOC-005,WH-E-BIN-28,444.0,10.0,44.91,2026-03-14,,false
SKU-00229,First Aid Refill,MEDICAL,SUP-077,LOC-008,WH-H-BIN-29,77.0,0.0,101.74,2026-06-12,,false
SKU-00230,,RAW_MATERIALS,SUP-029,LOC-002,WH-B-BIN-30,190.0,10.0,613.67,2026-01-19,,false
SKU-00232,Load Cell 500kg,ELECTRONICS,SUP-169,LOC-003,WH-C-BIN-32,375.0,20.0,293.50,2026-02-17,,false
SKU-00233,Dock Bumpers Pair,FOOD_DRY,SUP-103,LOC-011,WH-K-BIN-33,73.0,20.0,507.84,2026-04-07,,false
SKU-00234,Floor Marking Paint,FOOD_COLD,SUP-101,LOC-004,WH-D-BIN-34,188.0,0,252.63,2026-04-26,2027-07-01,false
SKU-00235,,PACKAGING,SUP-138,LOC-005,WH-E-BIN-35,210.0,20.0,539.97,2026-01-27,2026-03-18,false
