sku,sku_name,category,supplier_id,location_id,storage_bin,quantity_kg,reorder_level_kg,unit_cost_myr,last_restocked,expiry_date,is_hazardous
SKU-00460,Steel Shelving Unit,RAW_MATERIALS,SUP-029,WH-O,WH-O-BIN-60,186.0kilogram,40,687.96,01/03/2026,,false
SKU-00461,Hand Truck,CHEMICALS,SUP-150,LOC-018,WH-R-BIN-61,42.0kg,20,311.63,Mar 03 2026,,false
SKU-00462,Spill Kit 20L,ELECTRONICS,SUP-146,wh-k,WH-K-BIN-62,14.0 KG,20,176.83,2026-01-16,,false
SKU-00463,Epoxy Resin 1L,FOOD_DRY,SUP-107,LOC-011,WH-K-BIN-63,6.0kg,15,299.81,11/01/2026,,false
SKU-00465,Temperature Logger,PACKAGING,SUP-033,whse s,WH-S-BIN-65,94.0,10,676.84,2026-03-28,,false
SKU-00466,Anti-Slip Tape Roll,MACHINERY_PARTS,SUP-195,LOC-018,WH-R-BIN-66,469.0,40,386.42,06/02/2026,,false
SKU-00467,,PPE,SUP-105,LOC-020,WH-T-BIN-67,28.0,40,396.74,Jun 02 2026,2026-10-06,false
SKU-00468,,CLEANING,SUP-182,LOC-009,WH-I-BIN-68,219.0,15,651.34,2026-05-26,09/01/2027,false
SKU-00469,,MEDICAL,SUP-065,wh-n,WH-N-BIN-69,2.0 KG,15,469.96,Jun 13 2026,,false
SKU-00470,,RAW_MATERIALS,SUP-125,LOC-004,WH-D-BIN-70,124.0kilogram,25,690.08,2026-04-14,Mar 30 2027,false
SKU-00471,,CHEMICALS,SUP-175,WH-O,WH-O-BIN-71,28.0kilogram,,650.22,2026-06-14,,false
SKU-00472,Load Cell 500kg,ELECTRONICS,SUP-045,wh_e,WH-E-BIN-72,26.0kg,15,513.66,Mar 17 2026,,false
SKU-00473,Dock Bumpers Pair,FOOD_DRY,SUP-117,LOC-016,WH-P-BIN-73,220.0kilogram,20,417.63,2026-05-30,,false
SKU-00474,Floor Marking Paint,FOOD_COLD,SUP-077,LOC-001,WH-A-BIN-74,449.0kilogram,,376.08,Jun 11 2026,,false
SKU-00475,Battery Charger 24V,PACKAGING,SUP-193,LOC-007,WH-G-BIN-75,177.0kilogram,15,692.17,Mar 10 2026,,false
SKU-00476,,MACHINERY_PARTS,SUP-192,whse g,WH-G-BIN-76,4.0,,412.85,2026-05-08,Apr 27 2027,false
SKU-00477,Humidity Sensor Probe,PPE,SUP-063,LOC-001,WH-A-BIN-77,296.0kilogram,0,344.56,25/12/2025,28/02/2026,false
SKU-00478,Pallet Strap Tool,CLEANING,SUP-085,LOC-019,WH-S-BIN-78,361.0kg,30,450.62,Apr 25 2026,,false
SKU-00479,,MEDICAL,SUP-182,LOC-003,WH-C-BIN-79,68.0 KG,10,374.37,2026-01-12,,false
SKU-00480,Wheel Chock Rubber,RAW_MATERIALS,SUP-054,LOC-001,WH-A-BIN-80,220.0,40,750.93,Mar 30 2026,,false
SKU-00481,Steel Bolt M8,CHEMICALS,SUP-045,LOC-016,WH-P-BIN-01,57.0 KG,30,262.44,2026-02-04,,true
SKU-00482,Hydraulic Hose 2in,ELECTRONICS,SUP-050,wh-a,WH-A-BIN-02,370.0kilogram,15,481.77,08/06/2026,,false
SKU-00483,Industrial Solvent 5L,FOOD_DRY,SUP-126,LOC-008,WH-H-BIN-03,131.0kg,,87.91,Apr 25 2026,,false
SKU-00484,Forklift Battery 24V,FOOD_COLD,SUP-182,wh-e,WH-E-BIN-04,398.0,20,551.55,01/03/2026,,false
SKU-00485,Safety Gloves L,PACKAGING,SUP-026,LOC-015,WH-O-BIN-05,343.0 KG,,585.80,2026-06-02,,false
SKU-00488,Label Printer Ribbon,CLEANING,SUP-016,LOC-018,WH-R-BIN-08,23.0 KG,25,123.11,07/01/2026,,false
SKU-00490,LED Warehouse Light,RAW_MATERIALS,SUP-019,LOC-020,WH-T-BIN-10,24.0,30,407.13,03/05/2026,,false
SKU-00491,Nitrile Gloves Box,CHEMICALS,SUP-183,whse a,WH-A-BIN-11,187.0 KG,10,216.06,May 24 2026,,true
SKU-00492,,ELECTRONICS,SUP-105,LOC-003,WH-C-BIN-12,200.0kg,0,767.13,08/03/2026,Oct 09 2026,false
SKU-00494,Fire Extinguisher 4kg,FOOD_COLD,SUP-169,LOC-011,WH-K-BIN-14,382.0 KG,20,451.05,Jan 23 2026,21/09/2026,false
SKU-00495,PVC Pipe 50mm,PACKAGING,SUP-149,wh-i,WH-I-BIN-15,5.0kilogram,20,789.43,2026-03-06,,false
SKU-00496,Rubber Gasket Set,MACHINERY_PARTS,SUP-185,LOC-003,WH-C-BIN-16,490.0kilogram,15,273.27,Jun 07 2026,,false
SKU-00497,Cable Tie Assorted,PPE,SUP-024,LOC-019,WH-S-BIN-17,208.0,40,413.42,10/05/2026,,false
SKU-00498,Dust Mask N95 Pack,CLEANING,SUP-145,WH-G,WH-G-BIN-18,353.0,,748.78,Jan 15 2026,,false
SKU-00499,Wooden Pallet Std,MEDICAL,SUP-099,LOC-007,WH-G-BIN-19,27.0 KG,0,125.08,2026-02-18,,false
SKU-00500,Steel Shelving Unit,RAW_MATERIALS,SUP-107,LOC-001,WH-A-BIN-20,74.0kg,25,564.97,Feb 09 2026,,false
SKU-00001,Hand Truck,CHEMICALS,SUP-011,LOC-018,WH-R-BIN-21,5.0,,722.74,04/01/2026,26/02/2026,false
SKU-00002,Spill Kit 20L,ELECTRONICS,SUP-141,WH-R,WH-R-BIN-22,7.0kilogram,10,782.84,2026-02-22,,false
SKU-00003,Epoxy Resin 1L,FOOD_DRY,SUP-005,LOC-006,WH-F-BIN-23,351.0kilogram,15,180.58,11/03/2026,,false
SKU-00004,Chain Block 1T,FOOD_COLD,SUP-108,whse l,WH-L-BIN-24,20.0,25,4.00,2026-03-04,,false
SKU-00005,,PACKAGING,SUP-126,LOC-011,WH-K-BIN-25,166.0 KG,,392.32,07/06/2026,,false
SKU-00006,Anti-Slip Tape Roll,MACHINERY_PARTS,SUP-067,LOC-011,WH-K-BIN-26,439.0kg,25,581.19,14/06/2026,Nov 21 2026,false
SKU-00007,Welding Rod 3.2mm,PPE,SUP-191,LOC-019,WH-S-BIN-27,158.0kilogram,20,397.13,15/04/2026,,false
SKU-00008,Compressed Air Hose,CLEANING,SUP-194,LOC-002,WH-B-BIN-28,284.0 KG,20,265.75,22/05/2026,Oct 06 2026,false
SKU-00009,First Aid Refill,MEDICAL,SUP-151,WH-E,WH-E-BIN-29,110.0 KG,0,787.58,Feb 05 2026,02/12/2026,false
SKU-00010,Racking Beam 2.4m,RAW_MATERIALS,SUP-176,LOC-002,WH-B-BIN-30,308.0kilogram,10,679.83,01/04/2026,14/06/2026,false
SKU-00011,Stretch Hood Film,CHEMICALS,SUP-032,LOC-013,WH-M-BIN-31,181.0 KG,0,34.63,28/05/2026,,false
SKU-00012,Load Cell 500kg,ELECTRONICS,SUP-009,LOC-002,WH-B-BIN-32,127.0 KG,25,353.94,Apr 17 2026,,false
SKU-00013,Dock Bumpers Pair,FOOD_DRY,SUP-187,LOC-010,WH-J-BIN-33,164.0,25,656.58,Jan 04 2026,,false
SKU-00014,Floor Marking Paint,FOOD_COLD,SUP-142,LOC-002,WH-B-BIN-34,4.0,30,461.04,2026-02-08,,false
SKU-00016,Mesh Security Cage,MACHINERY_PARTS,SUP-037,LOC-008,WH-H-BIN-36,122.0kg,10,434.17,Apr 12 2026,19/06/2027,false
SKU-00017,Humidity Sensor Probe,PPE,SUP-092,LOC-006,WH-F-BIN-37,38.0,,481.73,12/06/2026,2027-01-12,false
SKU-00019,Coolant Concentrate,MEDICAL,SUP-170,LOC-006,WH-F-BIN-39,6.0kilogram,30,500.63,16/01/2026,,false
SKU-00020,Wheel Chock Rubber,RAW_MATERIALS,SUP-187,LOC-002,WH-B-BIN-40,136.0kg,40,568.35,2025-12-24,,false
SKU-00021,Steel Bolt M8,CHEMICALS,SUP-120,Warehouse N,WH-N-BIN-41,456.0kg,25,133.92,01/02/2026,,false
SKU-00023,,FOOD_DRY,SUP-200,LOC-007,WH-G-BIN-43,4.0 KG,28,440.99,2026-01-30,,false
SKU-00024,Forklift Battery 24V,FOOD_COLD,SUP-074,LOC-015,WH-O-BIN-44,362.0,,409.41,03/03/2026,,false
SKU-00025,Safety Gloves L,PACKAGING,SUP-042,LOC-008,WH-H-BIN-45,407.0kg,,547.90,2026-02-21,,false
SKU-00026,Conveyor Belt Patch,MACHINERY_PARTS,SUP-047,wh-a,WH-A-BIN-46,405.0,25,279.90,2026-03-28,16/09/2026,false
SKU-00027,Shrink Wrap Film Roll,PPE,SUP-021,Warehouse R,WH-R-BIN-47,8.0kg,30,408.47,01/06/2026,13/03/2027,false
SKU-00028,Label Printer Ribbon,CLEANING,SUP-113,wh-k,WH-K-BIN-48,249.0kg,0,790.06,2025-12-27,23/09/2026,false
SKU-00029,,MEDICAL,SUP-142,LOC-018,WH-R-BIN-49,89.0kilogram,30,425.47,2026-02-22,Oct 03 2026,false
SKU-00030,LED Warehouse Light,RAW_MATERIALS,SUP-113,Warehouse K,WH-K-BIN-50,37.0kg,20,192.11,Jun 12 2026,,false
SKU-00031,Nitrile Gloves Box,CHEMICALS,SUP-107,wh-g,WH-G-BIN-51,213.0,10,137.46,14/01/2026,2027-06-10,false
SKU-00032,,ELECTRONICS,SUP-097,LOC-006,WH-F-BIN-52,194.0 KG,20,226.88,01/03/2026,2027-02-08,false
SKU-00033,Barcode Scanner,FOOD_DRY,SUP-067,LOC-016,WH-P-BIN-53,20.0,40,612.88,Mar 17 2026,,false
SKU-00034,,FOOD_COLD,SUP-185,Warehouse O,WH-O-BIN-54,433.0kg,,426.41,2026-03-25,,false
SKU-00035,PVC Pipe 50mm,PACKAGING,SUP-185,LOC-005,WH-E-BIN-55,355.0 KG,25,566.34,02/02/2026,,false
SKU-00036,Rubber Gasket Set,MACHINERY_PARTS,SUP-027,LOC-012,WH-L-BIN-56,2.0kg,20,201.23,17/04/2026,,false
SKU-00037,Cable Tie Assorted,PPE,SUP-089,LOC-018,WH-R-BIN-57,183.0 KG,10,794.56,Dec 31 2025,,false
SKU-00038,Dust Mask N95 Pack,CLEANING,SUP-016,WH-L,WH-L-BIN-58,231.0 KG,40,776.50,27/01/2026,,false
SKU-00039,,MEDICAL,SUP-130,LOC-007,WH-G-BIN-59,127.0kg,40,260.24,May 31 2026,2027-02-23,false
SKU-00040,Steel Shelving Unit,RAW_MATERIALS,SUP-195,LOC-006,WH-F-BIN-60,183.0,25,240.76,Mar 19 2026,01/06/2027,false
SKU-00041,Hand Truck,CHEMICALS,SUP-052,Warehouse M,WH-M-BIN-61,143.0kg,,196.88,07/01/2026,,false
SKU-00042,Spill Kit 20L,ELECTRONICS,SUP-036,Warehouse L,WH-L-BIN-62,413.0kilogram,20,254.80,Mar 21 2026,Jun 06 2026,false
SKU-00043,,FOOD_DRY,SUP-136,LOC-016,WH-P-BIN-63,88.0 KG,40,163.62,2026-05-04,Jun 08 2027,false
SKU-00044,Chain Block 1T,FOOD_COLD,SUP-174,wh_i,WH-I-BIN-64,467.0kilogram,40,532.74,Dec 26 2025,,false
SKU-00045,Temperature Logger,PACKAGING,SUP-198,whse m,WH-M-BIN-65,386.0,15,464.84,17/02/2026,,false
SKU-00046,Anti-Slip Tape Roll,MACHINERY_PARTS,SUP-124,Warehouse I,WH-I-BIN-66,390.0 KG,25,506.81,09/06/2026,,false
SKU-00047,Welding Rod 3.2mm,PPE,SUP-176,LOC-007,WH-G-BIN-67,196.0,30,356.23,20/12/2025,,false
SKU-00048,Compressed Air Hose,CLEANING,SUP-106,wh-f,WH-F-BIN-68,69.0kilogram,30,637.63,07/05/2026,,false
SKU-00049,First Aid Refill,MEDICAL,SUP-186,LOC-006,WH-F-BIN-69,26.0 KG,30,179.89,Feb 05 2026,2027-07-10,false
SKU-00050,Racking Beam 2.4m,RAW_MATERIALS,SUP-196,LOC-001,WH-A-BIN-70,220.0,,202.06,22/05/2026,May 08 2027,false
SKU-00051,Stretch Hood Film,CHEMICALS,SUP-093,LOC-017,WH-Q-BIN-71,194.0 KG,20,491.11,26/03/2026,2026-04-07,false
SKU-00052,Load Cell 500kg,ELECTRONICS,SUP-062,LOC-017,WH-Q-BIN-72,153.0,10,279.03,Apr 19 2026,2026-05-17,false
SKU-00053,Dock Bumpers Pair,FOOD_DRY,SUP-052,LOC-001,WH-A-BIN-73,278.0kg,15,697.12,2026-06-13,,false
SKU-00054,Floor Marking Paint,FOOD_COLD,SUP-115,wh_j,WH-J-BIN-74,436.0 KG,30,82.01,07/02/2026,,false
SKU-00056,Mesh Security Cage,MACHINERY_PARTS,SUP-168,wh-n,WH-N-BIN-76,13.0kilogram,15,420.56,May 02 2026,,false
SKU-00057,,PPE,SUP-105,LOC-018,WH-R-BIN-77,180.0kg,,310.51,Dec 22 2025,2027-02-25,false
SKU-00058,,CLEANING,SUP-138,wh_q,WH-Q-BIN-78,3.0kg,15,143.32,Jan 13 2026,,false
SKU-00059,Coolant Concentrate,MEDICAL,SUP-102,LOC-010,WH-J-BIN-79,497.0kg,25,163.48,Jun 11 2026,2027-02-04,false
SKU-00060,Wheel Chock Rubber,RAW_MATERIALS,SUP-076,LOC-018,WH-R-BIN-80,6.0 KG,25,123.49,2026-06-12,,false
SKU-00063,Industrial Solvent 5L,FOOD_DRY,SUP-013,LOC-020,WH-T-BIN-03,442.0kilogram,30,226.47,May 26 2026,,false
SKU-00064,Forklift Battery 24V,FOOD_COLD,SUP-111,LOC-003,WH-C-BIN-04,142.0kilogram,0,29.59,2026-05-22,Jun 29 2027,false
SKU-00065,Safety Gloves L,PACKAGING,SUP-183,wh-b,WH-B-BIN-05,70.0kilogram,40,144.78,2026-05-10,,false
SKU-00066,Conveyor Belt Patch,MACHINERY_PARTS,SUP-071,LOC-017,WH-Q-BIN-06,448.0 KG,20,4.12,2026-01-04,Mar 11 2026,false
SKU-00067,,PPE,SUP-117,LOC-011,WH-K-BIN-07,487.0kg,30,282.89,May 20 2026,06/05/2027,false
SKU-00068,Label Printer Ribbon,CLEANING,SUP-131,LOC-001,WH-A-BIN-08,289.0 KG,20,332.83,2026-06-04,,false
SKU-00069,Dock Leveler Seal,MEDICAL,SUP-047,LOC-002,WH-B-BIN-09,219.0kilogram,0,510.44,2026-02-22,,false
SKU-00070,LED Warehouse Light,RAW_MATERIALS,SUP-157,LOC-009,WH-I-BIN-10,7.0kg,40,713.18,12/05/2026,,false
SKU-00071,,CHEMICALS,SUP-072,WH-J,WH-J-BIN-11,32.0 KG,,231.74,2026-02-15,,false
SKU-00072,Pallet Jack Wheel,ELECTRONICS,SUP-038,LOC-008,WH-H-BIN-12,240.0kg,10,220.50,2026-04-22,,false
SKU-00073,Barcode Scanner,FOOD_DRY,SUP-147,LOC-017,WH-Q-BIN-13,197.0 KG,15,369.81,29/05/2026,,false
SKU-00074,,FOOD_COLD,SUP-176,WH-A,WH-A-BIN-14,407.0 KG,,527.71,2026-03-19,Jun 19 2027,false
SKU-00076,Rubber Gasket Set,MACHINERY_PARTS,SUP-114,LOC-014,WH-N-BIN-16,149.0kilogram,10,621.41,08/02/2026,25/10/2026,false
SKU-00077,Cable Tie Assorted,PPE,SUP-066,LOC-003,WH-C-BIN-17,314.0kilogram,25,54.66,22/01/2026,,false
SKU-00078,Dust Mask N95 Pack,CLEANING,SUP-178,LOC-018,WH-R-BIN-18,169.0 KG,15,407.10,26/12/2025,16/10/2026,false
SKU-00080,,RAW_MATERIALS,SUP-168,WH-L,WH-L-BIN-20,44.0 KG,15,112.68,Feb 23 2026,,false
SKU-00081,Hand Truck,CHEMICALS,SUP-141,wh_m,WH-M-BIN-21,81.0 KG,10,134.66,Jun 04 2026,,false
SKU-00083,,FOOD_DRY,SUP-183,whse h,WH-H-BIN-23,162.0kilogram,15,237.69,Jun 02 2026,May 19 2027,false
SKU-00084,Chain Block 1T,FOOD_COLD,SUP-177,wh-h,WH-H-BIN-24,106.0 KG,0,481.08,May 08 2026,Nov 21 2026,false
SKU-00086,Anti-Slip Tape Roll,MACHINERY_PARTS,SUP-130,LOC-008,WH-H-BIN-26,8.0kg,20,207.00,14/01/2026,,false
SKU-00087,Welding Rod 3.2mm,PPE,SUP-152,LOC-019,WH-S-BIN-27,99.0kg,20,420.59,Apr 28 2026,,false
SKU-00089,First Aid Refill,MEDICAL,SUP-106,WH-Q,WH-Q-BIN-29,150.0kilogram,40,198.14,May 14 2026,,false
SKU-00090,Racking Beam 2.4m,RAW_MATERIALS,SUP-167,LOC-019,WH-S-BIN-30,283.0 KG,10,603.65,2026-04-07,Jun 08 2026,false
SKU-00091,,CHEMICALS,SUP-127,LOC-017,WH-Q-BIN-31,74.0kg,,96.10,14/05/2026,2026-05-06,false
SKU-00092,Load Cell 500kg,ELECTRONICS,SUP-125,LOC-015,WH-O-BIN-32,1.0kilogram,15,377.48,21/12/2025,,false
SKU-00093,Dock Bumpers Pair,FOOD_DRY,SUP-146,Warehouse H,WH-H-BIN-33,2.0 KG,10,571.98,2026-06-08,,false
SKU-00094,Floor Marking Paint,FOOD_COLD,SUP-182,WH-G,WH-G-BIN-34,202.0 KG,20,223.08,Jan 31 2026,,false
SKU-00095,Battery Charger 24V,PACKAGING,SUP-085,LOC-013,WH-M-BIN-35,497.0kg,40,223.95,11/03/2026,,false
SKU-00098,Pallet Strap Tool,CLEANING,SUP-057,LOC-005,WH-E-BIN-38,213.0kg,25,636.35,09/04/2026,,false
SKU-00099,Coolant Concentrate,MEDICAL,SUP-038,LOC-004,WH-D-BIN-39,1.0kilogram,10,170.14,03/01/2026,,false
SKU-00100,Wheel Chock Rubber,RAW_MATERIALS,SUP-092,LOC-005,WH-E-BIN-40,5.0kilogram,10,619.42,2026-05-17,,false
SKU-00101,Steel Bolt M8,CHEMICALS,SUP-005,LOC-013,WH-M-BIN-41,222.0 KG,15,354.04,2026-05-13,,false
SKU-00102,Hydraulic Hose 2in,ELECTRONICS,SUP-108,LOC-014,WH-N-BIN-42,168.0kilogram,30,343.03,05/03/2026,Sep 04 2026,false
SKU-00103,Industrial Solvent 5L,FOOD_DRY,SUP-134,LOC-016,WH-P-BIN-43,255.0,,55.51,2026-03-21,,false
SKU-00104,,FOOD_COLD,SUP-125,LOC-008,WH-H-BIN-44,473.0kg,,413.08,2026-01-10,,false
SKU-00105,,PACKAGING,SUP-003,LOC-008,WH-H-BIN-45,339.0kilogram,15,110.25,19/12/2025,,false
SKU-00106,Conveyor Belt Patch,MACHINERY_PARTS,SUP-011,wh_m,WH-M-BIN-46,354.0 KG,30,669.67,Apr 16 2026,28/04/2027,false
SKU-00108,,CLEANING,SUP-024,LOC-001,WH-A-BIN-48,150.0kg,10,365.33,23/03/2026,,false
SKU-00109,Dock Leveler Seal,MEDICAL,SUP-187,LOC-009,WH-I-BIN-49,123.0kg,25,31.48,Jan 16 2026,,false
SKU-00110,LED Warehouse Light,RAW_MATERIALS,SUP-011,LOC-020,WH-T-BIN-50,233.0kilogram,30,292.95,2026-03-08,2026-05-07,false
SKU-00111,Nitrile Gloves Box,CHEMICALS,SUP-148,whse k,WH-K-BIN-51,250.0kilogram,25,26.99,2026-04-25,,false
SKU-00112,Pallet Jack Wheel,ELECTRONICS,SUP-006,Warehouse I,WH-I-BIN-52,260.0kg,20,679.44,2026-01-18,,false
SKU-00113,Barcode Scanner,FOOD_DRY,SUP-014,LOC-004,WH-D-BIN-53,463.0,30,398.54,Mar 27 2026,2027-06-26,false
SKU-00114,,FOOD_COLD,SUP-160,Warehouse N,WH-N-BIN-54,162.0,40,571.30,05/05/2026,26/02/2026,false
SKU-00115,PVC Pipe 50mm,PACKAGING,SUP-176,LOC-004,WH-D-BIN-55,358.0kg,30,56.55,Feb 27 2026,,false
SKU-00116,Rubber Gasket Set,MACHINERY_PARTS,SUP-151,LOC-019,WH-S-BIN-56,218.0kilogram,10,247.95,May 29 2026,Nov 19 2026,false
SKU-00117,Cable Tie Assorted,PPE,SUP-009,wh_d,WH-D-BIN-57,295.0 KG,,571.67,20/02/2026,,false
SKU-00118,Dust Mask N95 Pack,CLEANING,SUP-038,LOC-004,WH-D-BIN-58,187.0 KG,25,55.21,May 10 2026,,false
SKU-00119,Wooden Pallet Std,MEDICAL,SUP-031,whse s,WH-S-BIN-59,454.0,15,428.15,14/03/2026,,false
SKU-00120,Steel Shelving Unit,RAW_MATERIALS,SUP-067,LOC-006,WH-F-BIN-60,364.0 KG,30,511.26,Apr 02 2026,,false
SKU-00121,Hand Truck,CHEMICALS,SUP-185,LOC-004,WH-D-BIN-61,198.0 KG,40,295.59,Feb 16 2026,,false
SKU-00122,Spill Kit 20L,ELECTRONICS,SUP-181,LOC-002,WH-B-BIN-62,162.0kilogram,,258.05,Jan 22 2026,2027-04-13,false
SKU-00123,Epoxy Resin 1L,FOOD_DRY,SUP-127,wh_m,WH-M-BIN-63,272.0kilogram,10,205.85,Jan 26 2026,,false
SKU-00124,Chain Block 1T,FOOD_COLD,SUP-070,LOC-004,WH-D-BIN-64,4.0kilogram,40,627.91,2026-03-13,,false
SKU-00125,Temperature Logger,PACKAGING,SUP-012,LOC-014,WH-N-BIN-65,142.0,15,251.25,Jun 05 2026,Feb 17 2027,false
SKU-00126,Anti-Slip Tape Roll,MACHINERY_PARTS,SUP-197,LOC-015,WH-O-BIN-66,14.0kg,30,403.64,Mar 23 2026,29/04/2027,false
SKU-00127,Welding Rod 3.2mm,PPE,SUP-040,LOC-010,WH-J-BIN-67,493.0 KG,25,569.52,Jan 19 2026,,false
SKU-00128,Compressed Air Hose,CLEANING,SUP-039,wh-t,WH-T-BIN-68,8.0 KG,16,659.56,Mar 25 2026,,false
SKU-00129,First Aid Refill,MEDICAL,SUP-115,LOC-009,WH-I-BIN-69,207.0kilogram,40,562.39,Dec 27 2025,,false
SKU-00130,Racking Beam 2.4m,RAW_MATERIALS,SUP-171,LOC-008,WH-H-BIN-70,2.0,25,779.19,19/12/2025,,false
SKU-00131,Stretch Hood Film,CHEMICALS,SUP-091,LOC-005,WH-E-BIN-71,385.0kilogram,40,397.46,May 16 2026,,false
SKU-00132,,ELECTRONICS,SUP-183,LOC-007,WH-G-BIN-72,21.0kg,25,181.07,10/06/2026,,false
SKU-00133,Dock Bumpers Pair,FOOD_DRY,SUP-016,LOC-009,WH-I-BIN-73,199.0kg,15,162.38,May 21 2026,15/09/2026,false
SKU-00134,Floor Marking Paint,FOOD_COLD,SUP-175,LOC-014,WH-N-BIN-74,453.0kg,25,799.73,2026-02-23,,false
SKU-00135,Battery Charger 24V,PACKAGING,SUP-040,LOC-004,WH-D-BIN-75,314.0,,352.38,22/04/2026,,false
SKU-00136,Mesh Security Cage,MACHINERY_PARTS,SUP-003,LOC-011,WH-K-BIN-76,467.0 KG,25,367.90,21/01/2026,,false
SKU-00137,Humidity Sensor Probe,PPE,SUP-007,LOC-020,WH-T-BIN-77,170.0 KG,40,326.95,Mar 06 2026,2027-07-19,false
SKU-00138,Pallet Strap Tool,CLEANING,SUP-043,whse e,WH-E-BIN-78,472.0kilogram,0,198.77,2026-05-28,,false
SKU-00139,Coolant Concentrate,MEDICAL,SUP-164,LOC-013,WH-M-BIN-79,9.0kg,,708.86,14/05/2026,,false
SKU-00140,Wheel Chock Rubber,RAW_MATERIALS,SUP-108,whse k,WH-K-BIN-80,442.0kilogram,10,410.87,30/12/2025,,false
SKU-00141,Steel Bolt M8,CHEMICALS,SUP-175,LOC-002,WH-B-BIN-01,243.0kilogram,15,257.58,Dec 18 2025,,true
SKU-00142,Hydraulic Hose 2in,ELECTRONICS,SUP-101,WH-F,WH-F-BIN-02,141.0kilogram,10,378.07,May 23 2026,,false
SKU-00143,Industrial Solvent 5L,FOOD_DRY,SUP-040,WH-E,WH-E-BIN-03,414.0kilogram,0,308.33,Feb 24 2026,,false
SKU-00144,Forklift Battery 24V,FOOD_COLD,SUP-083,LOC-013,WH-M-BIN-04,8.0kilogram,20,502.51,2025-12-31,04/10/2026,false
SKU-00145,Safety Gloves L,PACKAGING,SUP-178,LOC-004,WH-D-BIN-05,230.0,0,561.62,07/02/2026,,false
SKU-00146,Conveyor Belt Patch,MACHINERY_PARTS,SUP-019,LOC-014,WH-N-BIN-06,301.0kilogram,25,193.33,2026-02-03,,false
SKU-00147,,PPE,SUP-086,LOC-002,WH-B-BIN-07,8.0kg,,686.09,30/12/2025,,false
SKU-00148,Label Printer Ribbon,CLEANING,SUP-099,Warehouse R,WH-R-BIN-08,202.0kg,,253.61,Jun 08 2026,,false
SKU-00149,,MEDICAL,SUP-003,LOC-015,WH-O-BIN-09,198.0kg,,499.07,2026-03-12,04/10/2026,false
SKU-00150,LED Warehouse Light,RAW_MATERIALS,SUP-144,LOC-002,WH-B-BIN-10,292.0kg,25,103.11,2026-04-28,,false
SKU-00151,Nitrile Gloves Box,CHEMICALS,SUP-173,wh_k,WH-K-BIN-11,318.0kg,30,348.35,02/05/2026,,false
SKU-00152,Pallet Jack Wheel,ELECTRONICS,SUP-144,LOC-011,WH-K-BIN-12,13.0,25,29.92,01/01/2026,,false
SKU-00153,Barcode Scanner,FOOD_DRY,SUP-086,LOC-006,WH-F-BIN-13,6.0kg,40,470.73,Feb 21 2026,,false
SKU-00154,Fire Extinguisher 4kg,FOOD_COLD,SUP-020,LOC-012,WH-L-BIN-14,319.0,0,268.99,May 29 2026,,false
SKU-00155,PVC Pipe 50mm,PACKAGING,SUP-117,wh_f,WH-F-BIN-15,121.0 KG,,268.72,2026-01-01,,false
SKU-00157,Cable Tie Assorted,PPE,SUP-160,wh-c,WH-C-BIN-17,236.0,25,334.67,May 24 2026,,false
SKU-00158,Dust Mask N95 Pack,CLEANING,SUP-071,LOC-013,WH-M-BIN-18,10.0kg,,346.36,22/03/2026,,false
SKU-00159,Wooden Pallet Std,MEDICAL,SUP-039,LOC-008,WH-H-BIN-19,5.0kilogram,24,409.03,2026-06-15,Mar 21 2026,false
SKU-00160,Steel Shelving Unit,RAW_MATERIALS,SUP-070,LOC-004,WH-D-BIN-20,19.0 KG,30,429.12,2026-06-04,27/04/2027,false
SKU-00161,Hand Truck,CHEMICALS,SUP-154,LOC-018,WH-R-BIN-21,148.0kg,40,443.94,Jan 01 2026,,false
SKU-00162,Spill Kit 20L,ELECTRONICS,SUP-035,WH-D,WH-D-BIN-22,20.0 KG,25,417.91,11/06/2026,,false
SKU-00163,Epoxy Resin 1L,FOOD_DRY,SUP-132,LOC-011,WH-K-BIN-23,432.0 KG,30,524.20,05/02/2026,,false
SKU-00164,Chain Block 1T,FOOD_COLD,SUP-140,whse b,WH-B-BIN-24,4.0kg,,273.25,2026-06-07,,false
SKU-00165,Temperature Logger,PACKAGING,SUP-190,LOC-018,WH-R-BIN-25,375.0,10,784.78,20/04/2026,28/04/2026,false
SKU-00167,Welding Rod 3.2mm,PPE,SUP-185,LOC-017,WH-Q-BIN-27,356.0 KG,0,508.54,2026-05-19,,false
SKU-00168,Compressed Air Hose,CLEANING,SUP-018,LOC-008,WH-H-BIN-28,230.0 KG,10,711.99,2026-01-04,,false
SKU-00169,First Aid Refill,MEDICAL,SUP-042,LOC-003,WH-C-BIN-29,483.0,20,208.11,06/02/2026,,false
SKU-00170,Racking Beam 2.4m,RAW_MATERIALS,SUP-039,wh_d,WH-D-BIN-30,370.0,40,153.74,2026-05-06,,false
SKU-00171,Stretch Hood Film,CHEMICALS,SUP-118,LOC-002,WH-B-BIN-31,434.0kilogram,0,671.68,2026-01-17,,false
SKU-00173,Dock Bumpers Pair,FOOD_DRY,SUP-045,Warehouse C,WH-C-BIN-33,22.0 KG,,579.75,2026-04-10,Aug 25 2026,false
SKU-00174,Floor Marking Paint,FOOD_COLD,SUP-095,LOC-014,WH-N-BIN-34,371.0 KG,25,607.69,2026-03-07,,false
