shipment_id,sku,supplier_id,destination_location_id,quantity_kg,status,expected_arrival,actual_arrival,carrier,tracking_number,cost_myr
SHP-106617,SKU-00302,SUP-194,LOC-020,258,DELIVERED,2026-07-07,2026-07-08,Pos Laju,TRK5436964624,1700.03
SHP-106618,SKU-00077,SUP-037,LOC-020,284,DELIVERED,2026-07-28,2026-07-27,City-Link,TRK7320269721,4746.60
SHP-106619,SKU-00080,SUP-163,LOC-018,97,IN_TRANSIT,2026-08-04,,TNT Malaysia,TRK9158188952,3633.52
SHP-106620,SKU-00408,SUP-103,LOC-014,155,DELIVERED,2026-05-08,2026-05-08,J&T Express,TRK3448311000,4439.19
SHP-106621,SKU-00051,SUP-038,LOC-012,144,IN_TRANSIT,2026-06-17,,J&T Express,TRK8320462196,3496.09
SHP-106622,SKU-00292,SUP-132,LOC-017,315,IN_TRANSIT,2026-05-15,,J&T Express,TRK8550439354,4783.62
SHP-106623,SKU-00160,SUP-100,LOC-016,82,DELIVERED,2026-07-19,2026-07-20,DHL MY,TRK5845830898,2329.73
SHP-106624,SKU-00458,SUP-057,LOC-015,311,CANCELLED,2026-07-21,,City-Link,TRK7009438752,1410.72
SHP-106625,SKU-00129,SUP-116,LOC-010,61,IN_TRANSIT,2026-07-30,,TNT Malaysia,TRK9201520329,1424.90
SHP-106626,SKU-00485,SUP-057,LOC-016,246,DELIVERED,2026-06-16,2026-06-15,DHL MY,TRK1015479618,2942.50
SHP-106627,SKU-00146,SUP-126,LOC-019,437,DELIVERED,2026-06-20,2026-06-22,GDEX,TRK5306240884,520.73
SHP-106628,SKU-00274,SUP-006,LOC-003,278,DELAYED,2026-07-26,,City-Link,TRK8561796746,1320.77
SHP-106629,SKU-00329,SUP-063,LOC-019,214,PENDING,2026-05-29,,DHL MY,TRK2065459881,3651.57
SHP-106630,SKU-00306,SUP-029,LOC-020,220,DELAYED,2026-07-25,,J&T Express,TRK8305278388,1561.05
SHP-106631,SKU-00460,SUP-151,LOC-015,180,DELIVERED,2026-08-04,2026-08-03,Pos Laju,TRK1247194748,1084.29
SHP-106632,SKU-00067,SUP-149,LOC-011,350,DELIVERED,2026-06-15,2026-06-17,City-Link,TRK6829703701,2392.25
SHP-106633,SKU-00464,SUP-189,LOC-002,76,DELIVERED,2026-07-19,2026-07-19,City-Link,TRK4579204134,4744.34
SHP-106634,SKU-00383,SUP-031,LOC-009,331,DELIVERED,2026-07-18,2026-07-19,GDEX,TRK6492727138,2275.59
SHP-106635,SKU-00238,SUP-197,LOC-015,263,IN_TRANSIT,2026-06-14,,TNT Malaysia,TRK1453306929,3224.46
SHP-106636,SKU-00235,SUP-195,LOC-011,325,IN_TRANSIT,2026-06-09,,J&T Express,TRK1167540569,3345.23
SHP-106637,SKU-00300,SUP-137,LOC-010,457,CANCELLED,2026-07-26,,GDEX,TRK9673258225,4446.13
SHP-106638,SKU-00311,SUP-064,LOC-015,357,DELIVERED,2026-06-29,2026-06-28,City-Link,TRK9381328749,4458.54
SHP-106639,SKU-00411,SUP-125,LOC-006,190,DELIVERED,2026-05-17,2026-05-19,Pos Laju,TRK1983494749,1416.16
SHP-106640,SKU-00362,SUP-091,LOC-016,129,DELAYED,2026-07-24,,Pos Laju,TRK5194893053,3849.91
SHP-106641,SKU-00076,SUP-139,LOC-007,74,DELIVERED,2026-06-26,2026-06-26,GDEX,TRK1573789994,582.27
SHP-106642,SKU-00281,SUP-192,LOC-002,408,DELIVERED,2026-05-20,2026-05-20,DHL MY,TRK1252687410,1464.58
SHP-106643,SKU-00334,SUP-111,LOC-019,418,IN_TRANSIT,2026-07-24,,Pos Laju,TRK1929663946,4132.70
SHP-106644,SKU-00483,SUP-094,LOC-002,194,CANCELLED,2026-07-18,,DHL MY,TRK9347698369,3089.33
SHP-106645,SKU-00233,SUP-106,LOC-002,155,DELIVERED,2026-07-25,2026-07-24,J&T Express,TRK2437918857,3078.79
SHP-106646,SKU-00090,SUP-139,LOC-020,261,PENDING,2026-05-15,,City-Link,TRK6870756700,760.29
SHP-106647,SKU-00075,SUP-060,LOC-003,89,IN_TRANSIT,2026-06-10,,Pos Laju,TRK8375677237,1363.41
SHP-106648,SKU-00118,SUP-135,LOC-020,142,DELIVERED,2026-06-29,2026-06-28,TNT Malaysia,TRK1320612679,4932.11
SHP-106649,SKU-00025,SUP-012,LOC-013,275,DELIVERED,2026-05-10,2026-05-09,GDEX,TRK9417924467,3673.28
SHP-106650,SKU-00239,SUP-022,LOC-003,418,DELIVERED,2026-07-12,2026-07-13,Pos Laju,TRK3512563867,3562.44
SHP-106651,SKU-00110,SUP-046,LOC-017,264,PENDING,2026-06-14,,J&T Express,TRK3179239061,1145.03
SHP-106652,SKU-00233,SUP-079,LOC-006,272,IN_TRANSIT,2026-06-22,,DHL MY,TRK3586692407,3671.38
SHP-106653,SKU-00151,SUP-156,LOC-012,231,IN_TRANSIT,2026-07-12,,J&T Express,TRK1867847165,4273.18
SHP-106654,SKU-00146,SUP-024,LOC-009,103,DELIVERED,2026-06-22,2026-06-23,Pos Laju,TRK2202328383,1599.66
SHP-106655,SKU-00034,SUP-118,LOC-005,282,IN_TRANSIT,2026-06-28,,DHL MY,TRK8378009607,4736.36
SHP-106656,SKU-00064,SUP-148,LOC-003,129,PENDING,2026-06-23,,TNT Malaysia,TRK8877053232,1987.36
SHP-106657,SKU-00331,SUP-024,LOC-017,144,DELIVERED,2026-07-06,2026-07-07,J&T Express,TRK1820078016,2101.75
SHP-106658,SKU-00334,SUP-161,LOC-011,144,DELIVERED,2026-07-16,2026-07-17,DHL MY,TRK2118824345,2910.10
SHP-106659,SKU-00334,SUP-165,LOC-020,333,PENDING,2026-07-21,,TNT Malaysia,TRK4386639860,359.99
SHP-106660,SKU-00283,SUP-155,LOC-013,101,DELIVERED,2026-07-10,2026-07-09,TNT Malaysia,TRK9264040810,2944.08
SHP-106661,SKU-00363,SUP-083,LOC-002,341,IN_TRANSIT,2026-08-07,,DHL MY,TRK5888252654,1222.98
SHP-106662,SKU-00102,SUP-006,LOC-018,500,DELIVERED,2026-06-24,2026-06-25,City-Link,TRK3963731437,3049.08
SHP-106663,SKU-00485,SUP-126,LOC-004,178,DELIVERED,2026-05-16,2026-05-17,Pos Laju,TRK7215878818,1928.50
SHP-106664,SKU-00412,SUP-149,LOC-005,254,IN_TRANSIT,2026-06-16,,GDEX,TRK6715778981,3368.74
SHP-106665,SKU-00051,SUP-144,LOC-005,83,IN_TRANSIT,2026-06-22,,DHL MY,TRK7766923642,2778.70
SHP-106666,SKU-00206,SUP-061,LOC-018,481,IN_TRANSIT,2026-05-20,,DHL MY,TRK4896190455,4291.89
SHP-106667,SKU-00304,SUP-110,LOC-007,153,DELIVERED,2026-06-27,2026-06-26,GDEX,TRK2388485948,4913.53
SHP-106668,SKU-00346,SUP-142,LOC-002,302,DELIVERED,2026-06-20,2026-06-20,GDEX,TRK6180808228,96.51
SHP-106669,SKU-00420,SUP-092,LOC-011,423,PENDING,2026-08-02,,TNT Malaysia,TRK1825076419,202.02
SHP-106670,SKU-00213,SUP-057,LOC-016,283,DELIVERED,2026-07-08,2026-07-10,City-Link,TRK8339060116,418.90
SHP-106671,SKU-00442,SUP-192,LOC-013,483,IN_TRANSIT,2026-08-08,,TNT Malaysia,TRK9041781410,182.27
SHP-106672,SKU-00001,SUP-069,LOC-008,469,IN_TRANSIT,2026-06-26,,DHL MY,TRK6834093429,636.43
SHP-106673,SKU-00040,SUP-131,LOC-020,496,DELIVERED,2026-07-04,2026-07-04,J&T Express,TRK1611142493,4086.52
SHP-106674,SKU-00463,SUP-011,LOC-004,439,DELIVERED,2026-07-08,2026-07-10,Pos Laju,TRK6880966684,2588.41
SHP-106675,SKU-00497,SUP-039,LOC-014,163,IN_TRANSIT,2026-07-08,,TNT Malaysia,TRK8584746846,4131.07
SHP-106676,SKU-00108,SUP-175,LOC-017,200,DELIVERED,2026-07-03,2026-07-04,J&T Express,TRK9376863031,2723.30
SHP-106677,SKU-00002,SUP-016,LOC-002,481,DELIVERED,2026-07-09,2026-07-11,City-Link,TRK2929398721,2372.55
SHP-106678,SKU-00312,SUP-015,LOC-010,36,IN_TRANSIT,2026-06-01,,GDEX,TRK9889397450,2867.37
SHP-106679,SKU-00114,SUP-118,LOC-016,133,DELIVERED,2026-06-30,2026-07-02,TNT Malaysia,TRK8869465537,4377.92
SHP-106680,SKU-00053,SUP-058,LOC-003,160,DELIVERED,2026-06-04,2026-06-06,TNT Malaysia,TRK8700447546,4803.48
SHP-106681,SKU-00425,SUP-071,LOC-002,452,DELIVERED,2026-05-18,2026-05-17,TNT Malaysia,TRK9092673787,1730.98
SHP-106682,SKU-00408,SUP-130,LOC-009,316,PENDING,2026-06-20,,J&T Express,TRK1516065164,1121.43
SHP-106683,SKU-00376,SUP-157,LOC-014,292,DELIVERED,2026-06-13,2026-06-15,GDEX,TRK1829245908,3941.59
SHP-106684,SKU-00436,SUP-040,LOC-020,465,DELIVERED,2026-07-25,2026-07-27,Pos Laju,TRK2286558430,4863.46
SHP-106685,SKU-00483,SUP-135,LOC-007,311,IN_TRANSIT,2026-06-16,,GDEX,TRK4148719289,1948.40
SHP-106686,SKU-00180,SUP-011,LOC-016,433,DELIVERED,2026-07-02,2026-07-03,DHL MY,TRK5033553752,3592.80
SHP-106687,SKU-00035,SUP-173,LOC-018,96,PENDING,2026-06-26,,City-Link,TRK5439001764,3851.80
SHP-106688,SKU-00342,SUP-163,LOC-007,336,DELAYED,2026-07-24,,J&T Express,TRK2354003655,1623.51
SHP-106689,SKU-00165,SUP-134,LOC-018,229,DELAYED,2026-07-25,,City-Link,TRK6494901856,1183.44
SHP-106690,SKU-00164,SUP-013,LOC-017,162,DELAYED,2026-07-27,,City-Link,TRK2328431930,3438.10
SHP-106691,SKU-00441,SUP-121,LOC-009,12,DELIVERED,2026-06-26,2026-06-28,Pos Laju,TRK5603276511,4967.89
SHP-106692,SKU-00190,SUP-153,LOC-012,480,IN_TRANSIT,2026-05-15,,TNT Malaysia,TRK7471668826,476.08
SHP-106693,SKU-00032,SUP-099,LOC-020,444,IN_TRANSIT,2026-05-19,,TNT Malaysia,TRK5488792435,1303.17
SHP-106694,SKU-00160,SUP-154,LOC-009,340,IN_TRANSIT,2026-07-24,,TNT Malaysia,TRK6155242346,1859.68
SHP-106695,SKU-00003,SUP-033,LOC-014,305,IN_TRANSIT,2026-06-17,,GDEX,TRK2806679290,2035.84
SHP-106696,SKU-00176,SUP-194,LOC-013,349,IN_TRANSIT,2026-06-09,,City-Link,TRK7930552599,3757.26
SHP-106697,SKU-00152,SUP-013,LOC-019,72,IN_TRANSIT,2026-06-15,,J&T Express,TRK1153134024,4327.30
SHP-106698,SKU-00321,SUP-097,LOC-002,280,DELIVERED,2026-05-26,2026-05-26,Pos Laju,TRK8817180865,1696.54
SHP-106699,SKU-00283,SUP-062,LOC-005,131,IN_TRANSIT,2026-07-22,,Pos Laju,TRK9732615313,912.33
SHP-106700,SKU-00433,SUP-154,LOC-006,10,DELIVERED,2026-05-23,2026-05-23,TNT Malaysia,TRK7314186091,73.39
SHP-106701,SKU-00452,SUP-178,LOC-001,430,DELIVERED,2026-05-10,2026-05-09,DHL MY,TRK9485977482,1106.43
SHP-106702,SKU-00369,SUP-119,LOC-009,73,PENDING,2026-06-03,,TNT Malaysia,TRK8664987546,2203.39
SHP-106703,SKU-00266,SUP-007,LOC-019,125,DELAYED,2026-07-28,,J&T Express,TRK7638626947,2353.34
SHP-106704,SKU-00224,SUP-044,LOC-001,96,DELIVERED,2026-08-07,2026-08-06,DHL MY,TRK1455052913,1578.47
SHP-106705,SKU-00254,SUP-156,LOC-008,278,DELIVERED,2026-05-12,2026-05-13,J&T Express,TRK4529894582,2217.32
SHP-106706,SKU-00406,SUP-059,LOC-006,489,DELIVERED,2026-06-07,2026-06-06,TNT Malaysia,TRK3971539439,3762.22
SHP-106707,SKU-00400,SUP-032,LOC-018,51,DELIVERED,2026-05-24,2026-05-23,Pos Laju,TRK7115245775,3779.38
SHP-106708,SKU-00010,SUP-011,LOC-007,366,CANCELLED,2026-06-28,,DHL MY,TRK8883855261,2124.21
SHP-106709,SKU-00353,SUP-029,LOC-011,204,DELIVERED,2026-05-21,2026-05-23,TNT Malaysia,TRK8867831688,560.72
SHP-106710,SKU-00350,SUP-064,LOC-001,453,DELIVERED,2026-06-24,2026-06-26,GDEX,TRK6511142050,4488.53
SHP-106711,SKU-00112,SUP-103,LOC-006,5,DELIVERED,2026-06-17,2026-06-16,GDEX,TRK8457839821,4637.15
SHP-106712,SKU-00087,SUP-190,LOC-019,480,DELIVERED,2026-06-02,2026-06-03,J&T Express,TRK4626461199,275.60
SHP-106713,SKU-00151,SUP-042,LOC-005,200,IN_TRANSIT,2026-05-28,,TNT Malaysia,TRK4773211328,4836.80
SHP-106714,SKU-00293,SUP-053,LOC-010,11,DELIVERED,2026-07-30,2026-07-30,City-Link,TRK9066033193,2588.76
SHP-106715,SKU-00384,SUP-034,LOC-018,113,PENDING,2026-07-16,,GDEX,TRK2613718065,584.60
SHP-106716,SKU-00013,SUP-178,LOC-011,101,DELIVERED,2026-07-08,2026-07-08,City-Link,TRK1324908495,1811.16
SHP-106717,SKU-00114,SUP-066,LOC-009,394,DELIVERED,2026-07-05,2026-07-07,DHL MY,TRK2658686050,3239.12
SHP-106718,SKU-00271,SUP-180,LOC-005,273,PENDING,2026-06-28,,DHL MY,TRK8090686847,3644.97
SHP-106719,SKU-00461,SUP-178,LOC-018,426,IN_TRANSIT,2026-06-29,,Pos Laju,TRK6646189741,4421.88
SHP-106720,SKU-00460,SUP-162,LOC-015,82,DELIVERED,2026-06-26,2026-06-28,DHL MY,TRK8908958924,2764.47
SHP-106721,SKU-00444,SUP-067,LOC-002,163,DELIVERED,2026-06-05,2026-06-05,TNT Malaysia,TRK6109999216,4504.56
SHP-106722,SKU-00366,SUP-042,LOC-012,112,PENDING,2026-05-23,,City-Link,TRK9373040566,3329.48
SHP-106723,SKU-00032,SUP-020,LOC-008,85,DELIVERED,2026-06-18,2026-06-18,Pos Laju,TRK7224054357,4735.69
SHP-106724,SKU-00308,SUP-074,LOC-010,360,DELIVERED,2026-07-17,2026-07-18,GDEX,TRK8135205720,4106.38
SHP-106725,SKU-00264,SUP-066,LOC-008,454,IN_TRANSIT,2026-07-16,,DHL MY,TRK8985556052,1058.28
SHP-106726,SKU-00352,SUP-099,LOC-011,309,DELIVERED,2026-08-01,2026-08-03,J&T Express,TRK2762843909,3023.49
SHP-106727,SKU-00029,SUP-106,LOC-010,402,IN_TRANSIT,2026-07-30,,City-Link,TRK5492283018,4496.64
SHP-106728,SKU-00268,SUP-076,LOC-009,120,IN_TRANSIT,2026-07-22,,J&T Express,TRK5311438766,4895.22
SHP-106729,SKU-00407,SUP-026,LOC-011,163,DELIVERED,2026-07-25,2026-07-26,TNT Malaysia,TRK5530357875,1238.73
SHP-106730,SKU-00035,SUP-163,LOC-013,281,DELIVERED,2026-05-25,2026-05-24,GDEX,TRK3614357664,4690.47
SHP-106731,SKU-00226,SUP-133,LOC-012,422,IN_TRANSIT,2026-07-28,,GDEX,TRK9036847339,3852.22
SHP-106732,SKU-00348,SUP-192,LOC-011,441,DELAYED,2026-07-30,,City-Link,TRK8985858596,3259.36
SHP-106733,SKU-00450,SUP-089,LOC-019,180,PENDING,2026-06-13,,City-Link,TRK2955094809,2435.87
SHP-106734,SKU-00106,SUP-109,LOC-015,277,DELIVERED,2026-08-08,2026-08-08,GDEX,TRK5428007330,1712.49
SHP-106735,SKU-00360,SUP-163,LOC-014,52,IN_TRANSIT,2026-07-02,,TNT Malaysia,TRK3512382438,790.65
SHP-106736,SKU-00343,SUP-095,LOC-018,291,DELIVERED,2026-05-12,2026-05-11,Pos Laju,TRK1567358952,1274.75
SHP-106737,SKU-00466,SUP-055,LOC-012,424,DELIVERED,2026-06-22,2026-06-21,City-Link,TRK2591829495,728.91
SHP-106738,SKU-00184,SUP-032,LOC-001,224,CANCELLED,2026-06-29,,J&T Express,TRK9702820038,3524.25
SHP-106739,SKU-00124,SUP-089,LOC-012,401,DELIVERED,2026-06-12,2026-06-11,City-Link,TRK7889015970,4859.57
SHP-106740,SKU-00480,SUP-160,LOC-016,29,DELAYED,2026-07-29,,TNT Malaysia,TRK8537851728,1264.74
SHP-106741,SKU-00436,SUP-008,LOC-004,393,IN_TRANSIT,2026-05-15,,TNT Malaysia,TRK2199757713,1952.60
SHP-106742,SKU-00159,SUP-085,LOC-016,331,DELIVERED,2026-07-11,2026-07-11,GDEX,TRK4708455124,1151.32
SHP-106743,SKU-00203,SUP-026,LOC-016,87,DELAYED,2026-07-24,,J&T Express,TRK3115564353,1843.54
SHP-106744,SKU-00168,SUP-052,LOC-005,337,IN_TRANSIT,2026-06-08,,GDEX,TRK1756049032,2697.14
SHP-106745,SKU-00171,SUP-175,LOC-019,81,DELIVERED,2026-05-23,2026-05-24,DHL MY,TRK9653711143,3280.87
SHP-106746,SKU-00386,SUP-030,LOC-007,166,IN_TRANSIT,2026-06-08,,DHL MY,TRK4048324658,1255.85
SHP-106747,SKU-00431,SUP-021,LOC-018,30,CANCELLED,2026-06-20,,DHL MY,TRK5132407817,1701.67
SHP-106748,SKU-00101,SUP-187,LOC-016,249,DELIVERED,2026-07-06,2026-07-05,GDEX,TRK9319798547,715.01
SHP-106749,SKU-00285,SUP-056,LOC-017,174,IN_TRANSIT,2026-06-05,,J&T Express,TRK3382625381,82.74
SHP-106750,SKU-00261,SUP-140,LOC-016,440,DELIVERED,2026-05-22,2026-05-24,DHL MY,TRK3883685373,1189.85
SHP-106751,SKU-00297,SUP-186,LOC-015,433,DELIVERED,2026-06-26,2026-06-28,J&T Express,TRK4719186275,1239.70
SHP-106752,SKU-00481,SUP-179,LOC-004,211,DELIVERED,2026-06-20,2026-06-21,J&T Express,TRK7890380202,152.24
SHP-106753,SKU-00282,SUP-191,LOC-016,383,DELIVERED,2026-06-16,2026-06-15,DHL MY,TRK6317500835,192.45
SHP-106754,SKU-00094,SUP-023,LOC-014,49,DELIVERED,2026-08-08,2026-08-08,TNT Malaysia,TRK5399294927,528.17
SHP-106755,SKU-00368,SUP-001,LOC-007,88,IN_TRANSIT,2026-07-03,,City-Link,TRK1276093791,3891.97
SHP-106756,SKU-00216,SUP-170,LOC-010,127,IN_TRANSIT,2026-06-21,,GDEX,TRK3224950599,1533.67
SHP-106757,SKU-00408,SUP-101,LOC-011,154,IN_TRANSIT,2026-08-01,,Pos Laju,TRK7654548567,364.28
SHP-106758,SKU-00182,SUP-163,LOC-001,478,DELIVERED,2026-05-30,2026-05-29,Pos Laju,TRK1934468082,3127.74
SHP-106759,SKU-00445,SUP-014,LOC-008,433,DELIVERED,2026-07-23,2026-07-25,GDEX,TRK1624198429,3659.10
SHP-106760,SKU-00480,SUP-189,LOC-004,105,IN_TRANSIT,2026-06-28,,GDEX,TRK7917452847,2474.58
SHP-106761,SKU-00418,SUP-008,LOC-007,32,IN_TRANSIT,2026-08-06,,City-Link,TRK9004257773,2049.35
SHP-106762,SKU-00014,SUP-016,LOC-016,385,PENDING,2026-05-21,,Pos Laju,TRK3574060780,4957.06
SHP-106763,SKU-00475,SUP-140,LOC-004,245,IN_TRANSIT,2026-06-08,,City-Link,TRK5004068975,1430.72
SHP-106764,SKU-00113,SUP-079,LOC-004,259,DELIVERED,2026-05-16,2026-05-18,GDEX,TRK8018740678,354.33
SHP-106765,SKU-00370,SUP-044,LOC-002,203,PENDING,2026-05-25,,City-Link,TRK2897694411,1592.62
SHP-106766,SKU-00009,SUP-048,LOC-014,325,DELIVERED,2026-07-19,2026-07-21,City-Link,TRK8422602257,2269.49
SHP-106767,SKU-00396,SUP-100,LOC-012,214,DELIVERED,2026-05-26,2026-05-27,Pos Laju,TRK8615856908,86.15
SHP-106768,SKU-00185,SUP-077,LOC-011,430,IN_TRANSIT,2026-05-13,,TNT Malaysia,TRK1411624057,3555.30
SHP-106769,SKU-00170,SUP-135,LOC-012,71,DELIVERED,2026-07-29,2026-07-31,J&T Express,TRK3780146119,1401.55
SHP-106770,SKU-00395,SUP-140,LOC-012,54,IN_TRANSIT,2026-06-18,,TNT Malaysia,TRK7350842299,2493.86
SHP-106771,SKU-00104,SUP-052,LOC-014,10,DELIVERED,2026-06-12,2026-06-14,Pos Laju,TRK6295459327,4095.44
SHP-106772,SKU-00104,SUP-183,LOC-003,62,DELIVERED,2026-07-22,2026-07-22,Pos Laju,TRK6263803475,4590.19
SHP-106773,SKU-00052,SUP-087,LOC-018,304,DELIVERED,2026-07-20,2026-07-22,City-Link,TRK6588008465,1875.79
SHP-106774,SKU-00295,SUP-162,LOC-002,446,DELIVERED,2026-06-26,2026-06-26,J&T Express,TRK8695817887,1098.15
SHP-106775,SKU-00253,SUP-165,LOC-011,471,DELIVERED,2026-07-20,2026-07-22,DHL MY,TRK3217042210,4880.93
SHP-106776,SKU-00242,SUP-032,LOC-007,160,IN_TRANSIT,2026-07-03,,City-Link,TRK9167335017,232.04
SHP-106777,SKU-00370,SUP-037,LOC-003,277,IN_TRANSIT,2026-05-18,,DHL MY,TRK8006924274,3062.49
SHP-106778,SKU-00345,SUP-012,LOC-006,102,IN_TRANSIT,2026-06-11,,J&T Express,TRK3901644450,1260.06
SHP-106779,SKU-00232,SUP-109,LOC-020,253,IN_TRANSIT,2026-06-09,,TNT Malaysia,TRK7306251497,939.74
SHP-106780,SKU-00444,SUP-106,LOC-001,222,DELIVERED,2026-06-04,2026-06-03,J&T Express,TRK9695445166,2741.47
SHP-106781,SKU-00178,SUP-092,LOC-004,141,IN_TRANSIT,2026-06-15,,Pos Laju,TRK8011697126,2021.68
SHP-106782,SKU-00037,SUP-144,LOC-012,336,DELIVERED,2026-06-27,2026-06-27,J&T Express,TRK1496772787,276.65
SHP-106783,SKU-00218,SUP-106,LOC-016,168,DELIVERED,2026-06-28,2026-06-28,TNT Malaysia,TRK2239900383,1766.88
SHP-106784,SKU-00422,SUP-133,LOC-013,97,PENDING,2026-07-23,,City-Link,TRK8840429371,4592.40
SHP-106785,SKU-00368,SUP-137,LOC-012,109,DELIVERED,2026-06-01,2026-06-03,GDEX,TRK1257229458,2279.66
SHP-106786,SKU-00418,SUP-019,LOC-006,96,DELIVERED,2026-08-03,2026-08-03,GDEX,TRK8120655838,386.41
SHP-106787,SKU-00338,SUP-038,LOC-010,473,DELIVERED,2026-06-18,2026-06-20,City-Link,TRK5593378548,1087.40
SHP-106788,SKU-00486,SUP-038,LOC-001,195,DELIVERED,2026-05-11,2026-05-12,TNT Malaysia,TRK6828755701,4620.66
SHP-106789,SKU-00092,SUP-012,LOC-003,216,PENDING,2026-05-10,,DHL MY,TRK8076377410,3658.07
SHP-106790,SKU-00490,SUP-064,LOC-009,267,DELIVERED,2026-07-11,2026-07-10,City-Link,TRK7971235713,4102.94
SHP-106791,SKU-00142,SUP-147,LOC-018,236,DELIVERED,2026-05-16,2026-05-17,TNT Malaysia,TRK8850066656,3725.24
SHP-106792,SKU-00043,SUP-040,LOC-020,17,PENDING,2026-05-17,,City-Link,TRK1831708321,1587.02
SHP-106793,SKU-00251,SUP-044,LOC-018,413,DELIVERED,2026-06-20,2026-06-21,DHL MY,TRK5302289983,1440.63
SHP-106794,SKU-00485,SUP-187,LOC-012,488,DELIVERED,2026-07-26,2026-07-25,Pos Laju,TRK4179532393,3992.54
SHP-106795,SKU-00145,SUP-121,LOC-006,188,DELIVERED,2026-07-22,2026-07-22,Pos Laju,TRK6054658743,476.56
SHP-106796,SKU-00438,SUP-052,LOC-017,259,CANCELLED,2026-07-07,,DHL MY,TRK2149841376,4619.76
SHP-106797,SKU-00447,SUP-120,LOC-018,453,DELIVERED,2026-06-30,2026-06-29,J&T Express,TRK4460711193,2491.79
SHP-106798,SKU-00488,SUP-057,LOC-018,114,DELIVERED,2026-08-01,2026-08-01,DHL MY,TRK4315456381,1626.81
SHP-106799,SKU-00136,SUP-040,LOC-013,123,DELIVERED,2026-06-26,2026-06-26,DHL MY,TRK4424955252,1246.18
SHP-106800,SKU-00290,SUP-013,LOC-020,165,IN_TRANSIT,2026-05-30,,DHL MY,TRK8330818766,2752.01
SHP-106801,SKU-00105,SUP-084,LOC-012,184,IN_TRANSIT,2026-07-25,,J&T Express,TRK3286457887,3204.75
SHP-106802,SKU-00469,SUP-114,LOC-019,265,PENDING,2026-06-17,,DHL MY,TRK7543267170,3802.74
SHP-106803,SKU-00028,SUP-074,LOC-016,491,DELIVERED,2026-06-20,2026-06-19,DHL MY,TRK3883816652,4467.79
SHP-106804,SKU-00338,SUP-012,LOC-006,87,PENDING,2026-06-06,,TNT Malaysia,TRK7351403053,2727.49
SHP-106805,SKU-00478,SUP-112,LOC-011,175,PENDING,2026-07-16,,J&T Express,TRK1647706964,1465.70
SHP-106806,SKU-00346,SUP-139,LOC-005,370,DELIVERED,2026-06-08,2026-06-07,TNT Malaysia,TRK7359956501,4805.86
SHP-106807,SKU-00394,SUP-154,LOC-019,180,IN_TRANSIT,2026-07-10,,J&T Express,TRK9845064121,2586.29
SHP-106808,SKU-00356,SUP-053,LOC-012,19,DELIVERED,2026-07-17,2026-07-19,City-Link,TRK2780529105,2459.84
SHP-106809,SKU-00124,SUP-150,LOC-015,470,PENDING,2026-06-03,,City-Link,TRK8138207469,3917.43
SHP-106810,SKU-00232,SUP-064,LOC-005,357,DELAYED,2026-07-25,,DHL MY,TRK2180675300,1692.29
SHP-106811,SKU-00033,SUP-139,LOC-013,351,IN_TRANSIT,2026-07-09,,J&T Express,TRK6976459727,849.29
SHP-106812,SKU-00073,SUP-121,LOC-018,343,PENDING,2026-07-25,,J&T Express,TRK9194882043,481.11
SHP-106813,SKU-00148,SUP-177,LOC-018,412,DELIVERED,2026-06-14,2026-06-14,Pos Laju,TRK8907580071,1356.35
SHP-106814,SKU-00099,SUP-056,LOC-008,132,DELAYED,2026-07-25,,J&T Express,TRK7859605834,589.38
SHP-106815,SKU-00291,SUP-105,LOC-008,461,DELIVERED,2026-07-20,2026-07-19,J&T Express,TRK2953347771,81.28
SHP-106816,SKU-00441,SUP-048,LOC-012,475,IN_TRANSIT,2026-06-20,,DHL MY,TRK7227614335,2857.62
SHP-106817,SKU-00314,SUP-059,LOC-013,209,DELIVERED,2026-07-09,2026-07-11,City-Link,TRK5333938497,4914.09
SHP-106818,SKU-00092,SUP-055,LOC-005,135,DELIVERED,2026-05-26,2026-05-26,TNT Malaysia,TRK8751684530,2300.57
SHP-106819,SKU-00474,SUP-152,LOC-009,429,PENDING,2026-07-25,,TNT Malaysia,TRK2719039708,1512.18
SHP-106820,SKU-00338,SUP-026,LOC-017,318,IN_TRANSIT,2026-05-15,,Pos Laju,TRK8392869112,4838.69
SHP-106821,SKU-00442,SUP-166,LOC-009,146,CANCELLED,2026-07-29,,J&T Express,TRK4027974763,266.37
SHP-106822,SKU-00320,SUP-169,LOC-014,448,IN_TRANSIT,2026-07-08,,GDEX,TRK3627302527,3436.99
SHP-106823,SKU-00158,SUP-126,LOC-017,101,DELAYED,2026-07-21,,DHL MY,TRK1528634444,2347.79
SHP-106824,SKU-00135,SUP-150,LOC-019,168,DELIVERED,2026-07-10,2026-07-09,J&T Express,TRK7688569223,4575.76
SHP-106825,SKU-00491,SUP-198,LOC-011,321,PENDING,2026-08-11,,Pos Laju,TRK3285177533,1605.51
SHP-106826,SKU-00211,SUP-136,LOC-006,187,PENDING,2026-06-22,,Pos Laju,TRK1658388461,3579.99
SHP-106827,SKU-00312,SUP-151,LOC-019,242,DELIVERED,2026-05-22,2026-05-24,GDEX,TRK2931818395,3064.92
SHP-106828,SKU-00068,SUP-096,LOC-010,343,DELIVERED,2026-05-22,2026-05-24,J&T Express,TRK9708645461,1241.07
